seqnames	start	end	width	name
chr13	67313966	67314272	307	CpG:_41
chr13	67766872	67767205	334	CpG:_23
chr13	68858065	68858735	671	CpG:_82
chr13	68861988	68867590	5603	CpG:_450
chr13	69176143	69177456	1314	CpG:_128
chr13	69274615	69276273	1659	CpG:_187
chr13	69282742	69282977	236	CpG:_18
chr13	69299230	69299762	533	CpG:_42
chr13	69302317	69302730	414	CpG:_35
chr13	69304678	69304906	229	CpG:_18
chr13	69306601	69306882	282	CpG:_28
chr13	69320113	69320528	416	CpG:_32
chr13	69347534	69347890	357	CpG:_27
chr13	69425669	69426885	1217	CpG:_127
chr13	69445625	69445839	215	CpG:_21
chr13	69446310	69446724	415	CpG:_42
chr13	69464641	69465007	367	CpG:_27
chr13	69469896	69471083	1188	CpG:_155
chr13	69506938	69507484	547	CpG:_52
chr13	69522369	69522576	208	CpG:_18
chr13	69551469	69551788	320	CpG:_27
chr13	69616291	69616517	227	CpG:_17
chr13	69706673	69707278	606	CpG:_84
chr13	69707515	69707738	224	CpG:_18
chr13	69777944	69778757	814	CpG:_64
chr13	70177262	70177463	202	CpG:_18
chr13	70178161	70178365	205	CpG:_16
chr13	70205728	70205959	232	CpG:_19
chr13	70368318	70368556	239	CpG:_17
chr13	70934709	70935114	406	CpG:_30
chr13	71011917	71012136	220	CpG:_16
chr13	71089125	71089464	340	CpG:_31
chr13	71194437	71194857	421	CpG:_34
chr13	71323900	71325306	1407	CpG:_183
chr13	71508730	71509003	274	CpG:_19
chr13	71558562	71559955	1394	CpG:_157
chr13	71563379	71564740	1362	CpG:_163
chr13	71575989	71576893	905	CpG:_77
chr13	71582574	71583405	832	CpG:_74
chr13	71600426	71600644	219	CpG:_17
chr13	71681526	71682057	532	CpG:_44
chr13	71689582	71690210	629	CpG:_100
chr13	71708939	71709210	272	CpG:_24
chr13	71868245	71870477	2233	CpG:_253
chr13	72023593	72023921	329	CpG:_32
chr13	72046186	72046966	781	CpG:_113
chr13	72087444	72088367	924	CpG:_131
chr13	72114598	72115013	416	CpG:_28
chr13	72133767	72134898	1132	CpG:_106
chr13	72165270	72165657	388	CpG:_38
chr13	72172856	72173105	250	CpG:_26
chr13	72202843	72203363	521	CpG:_56
chr13	72212329	72212642	314	CpG:_34
chr13	72238930	72239489	560	CpG:_36
chr13	72262495	72262836	342	CpG:_32
chr13	72347555	72347950	396	CpG:_45
chr13	72352138	72352582	445	CpG:_39
chr13	72388352	72388777	426	CpG:_40
chr13	72401512	72401951	440	CpG:_58
chr13	72448558	72449072	515	CpG:_44
chr13	72480916	72481116	201	CpG:_18
chr13	72511477	72511835	359	CpG:_35
chr13	72599274	72599934	661	CpG:_93
chr13	72604290	72604953	664	CpG:_82
chr13	72609836	72610091	256	CpG:_19
chr13	72676436	72677980	1545	CpG:_178
chr13	72738974	72739279	306	CpG:_35
chr13	72762132	72762675	544	CpG:_74
chr13	72802741	72802949	209	CpG:_16
chr13	72808289	72808759	471	CpG:_50
chr13	72813165	72813785	621	CpG:_65
chr13	72903261	72903467	207	CpG:_19
chr13	72921292	72922386	1095	CpG:_144
chr13	72959600	72959913	314	CpG:_28
chr13	73029906	73030690	785	CpG:_68
chr13	73033875	73034645	771	CpG:_80
chr13	73041130	73041740	611	CpG:_79
chr13	73044719	73045301	583	CpG:_62
chr13	73047711	73048583	873	CpG:_66
chr13	73052480	73053402	923	CpG:_84
chr13	73083895	73084657	763	CpG:_66
chr13	73101209	73101979	771	CpG:_74
chr13	73131061	73132539	1479	CpG:_158
chr13	73142107	73142394	288	CpG:_22
chr13	73152898	73153100	203	CpG:_19
chr13	73495413	73495737	325	CpG:_28
chr13	73767004	73767289	286	CpG:_28
chr13	73978733	73979239	507	CpG:_55
chr13	74004628	74005310	683	CpG:_54
chr13	74014941	74016281	1341	CpG:_125
chr13	74021327	74021827	501	CpG:_63
chr13	74025952	74026336	385	CpG:_30
chr13	74040693	74041257	565	CpG:_47
chr13	74062520	74062811	292	CpG:_22
chr13	74066077	74067632	1556	CpG:_150
chr13	74102822	74103911	1090	CpG:_107
chr13	74112319	74112911	593	CpG:_54
chr13	74114102	74114523	422	CpG:_34
chr13	74117014	74117313	300	CpG:_23
chr13	74129210	74129641	432	CpG:_34
chr13	74135613	74137065	1453	CpG:_131
chr13	74165405	74167923	2519	CpG:_188
chr13	74168717	74169076	360	CpG:_35
chr13	74169696	74170021	326	CpG:_29
chr13	74176670	74177229	560	CpG:_50
chr13	74183802	74185623	1822	CpG:_140
chr13	74186808	74187173	366	CpG:_40
chr13	74209726	74211455	1730	CpG:_139
chr13	74243176	74244182	1007	CpG:_112
chr13	74260842	74261070	229	CpG:_22
chr13	74261360	74261584	225	CpG:_21
chr13	74318182	74318934	753	CpG:_87
chr13	74322595	74322815	221	CpG:_19
chr13	74342681	74342967	287	CpG:_31
chr13	74353079	74353404	326	CpG:_36
chr13	74368173	74368402	230	CpG:_17
chr13	74390212	74390484	273	CpG:_21
chr13	74403142	74403825	684	CpG:_77
chr13	74418693	74419007	315	CpG:_24
chr13	74462416	74463225	810	CpG:_65
chr13	74467552	74467827	276	CpG:_26
chr13	74511066	74512196	1131	CpG:_84
chr13	74514352	74514791	440	CpG:_57
chr13	74517431	74517634	204	CpG:_15
chr13	74522885	74523416	532	CpG:_37
chr13	74524859	74525302	444	CpG:_30
chr13	74555163	74556019	857	CpG:_74
chr13	74556250	74556465	216	CpG:_16
chr13	74653610	74653924	315	CpG:_33
chr13	74660637	74662027	1391	CpG:_117
chr13	74676330	74676576	247	CpG:_20
chr13	74688567	74688846	280	CpG:_24
chr13	74705206	74705466	261	CpG:_19
chr13	74769731	74769931	201	CpG:_17
chr13	74771806	74772390	585	CpG:_42
chr13	74782354	74782565	212	CpG:_16
chr13	74805049	74805778	730	CpG:_81
chr13	74809272	74809675	404	CpG:_46
chr13	74818440	74819515	1076	CpG:_83
chr13	74889601	74890020	420	CpG:_49
chr13	74946574	74947410	837	CpG:_93
chr13	75169536	75169750	215	CpG:_21
chr13	75191812	75192273	462	CpG:_33
chr13	75315996	75316228	233	CpG:_17
chr13	75481670	75482336	667	CpG:_83
chr13	75706951	75707195	245	CpG:_18
chr13	75733130	75734713	1584	CpG:_194
chr13	75802778	75803065	288	CpG:_21
chr13	75808265	75809091	827	CpG:_81
chr13	75889466	75889670	205	CpG:_16
chr13	75893330	75893621	292	CpG:_21
chr13	76126913	76127204	292	CpG:_22
chr13	76199022	76199922	901	CpG:_85
chr13	76277530	76277903	374	CpG:_35
chr13	76304401	76304604	204	CpG:_16
chr13	76306659	76306925	267	CpG:_19
chr13	76307173	76307419	247	CpG:_19
chr13	76314113	76314391	279	CpG:_25
chr13	76365445	76365684	240	CpG:_18
chr13	76429815	76430152	338	CpG:_27
chr13	76480153	76481622	1470	CpG:_169
chr13	76555536	76556049	514	CpG:_52
chr13	76637595	76637809	215	CpG:_21
chr13	76650549	76651306	758	CpG:_81
chr13	76700442	76700694	253	CpG:_24
chr13	76754383	76755605	1223	CpG:_141
chr13	76792531	76792738	208	CpG:_25
chr13	76840099	76840978	880	CpG:_93
chr13	76873634	76874511	878	CpG:_102
chr13	77038863	77041205	2343	CpG:_231
chr13	77059912	77060193	282	CpG:_24
chr13	77079519	77080074	556	CpG:_42
chr13	77170758	77171553	796	CpG:_70
chr13	77242582	77243930	1349	CpG:_117
chr13	77328160	77328642	483	CpG:_52
chr13	77383019	77383261	243	CpG:_17
chr13	77391240	77392020	781	CpG:_70
chr13	77393876	77394308	433	CpG:_31
chr13	77395445	77396581	1137	CpG:_86
chr13	77405834	77406183	350	CpG:_28
chr13	77411476	77412586	1111	CpG:_123
chr13	77419513	77420357	845	CpG:_87
chr13	77430385	77431213	829	CpG:_90
chr13	77441877	77442206	330	CpG:_30
chr13	77453804	77454245	442	CpG:_38
chr13	77457136	77457753	618	CpG:_80
chr13	77482956	77483325	370	CpG:_32
chr13	77515408	77515645	238	CpG:_22
chr13	77517232	77517565	334	CpG:_30
chr13	77526087	77526306	220	CpG:_16
chr13	77530415	77530680	266	CpG:_26
chr13	77531577	77531811	235	CpG:_19
chr13	77564492	77565001	510	CpG:_63
chr13	77567078	77567283	206	CpG:_18
chr13	77602537	77603802	1266	CpG:_147
chr13	77629304	77629507	204	CpG:_23
chr13	77631889	77634128	2240	CpG:_255
chr13	77681175	77681433	259	CpG:_27
chr13	77723338	77723605	268	CpG:_22
chr13	77731729	77731965	237	CpG:_19
chr13	77770848	77771162	315	CpG:_30
chr13	77782285	77782498	214	CpG:_18
chr13	77830601	77830822	222	CpG:_18
chr13	77853116	77853340	225	CpG:_16
chr13	77859534	77859781	248	CpG:_22
chr13	77861321	77861559	239	CpG:_17
chr13	77942439	77943259	821	CpG:_79
chr13	77998307	77998796	490	CpG:_45
chr13	78000566	78000911	346	CpG:_28
chr13	78003660	78003971	312	CpG:_29
chr13	78009635	78009891	257	CpG:_21
chr13	78013625	78013967	343	CpG:_29
chr13	78014375	78014724	350	CpG:_29
chr13	78017135	78017344	210	CpG:_18
chr13	78017482	78017716	235	CpG:_19
chr13	78022195	78022461	267	CpG:_20
chr13	78023370	78023819	450	CpG:_37
chr13	78026793	78027149	357	CpG:_29
chr13	78032907	78033182	276	CpG:_24
chr13	78037324	78038055	732	CpG:_51
chr13	78041830	78042679	850	CpG:_59
chr13	78046306	78046552	247	CpG:_18
chr13	78062899	78063485	587	CpG:_51
chr13	78082589	78083212	624	CpG:_70
chr13	78113276	78114565	1290	CpG:_161
chr13	78127902	78128900	999	CpG:_89
chr13	78151462	78151665	204	CpG:_17
chr13	78155153	78155482	330	CpG:_51
chr13	78158042	78158839	798	CpG:_104
chr13	78191868	78192159	292	CpG:_27
chr13	78218691	78218907	217	CpG:_17
chr13	78256654	78258175	1522	CpG:_183
chr13	78278808	78280755	1948	CpG:_210
chr13	78322962	78323217	256	CpG:_21
chr13	78325085	78325755	671	CpG:_65
chr13	78328076	78328669	594	CpG:_60
chr13	78339904	78341202	1299	CpG:_191
chr13	78449058	78449673	616	CpG:_39
chr13	78496819	78497095	277	CpG:_23
chr13	78514899	78515124	226	CpG:_17
chr13	78577474	78577944	471	CpG:_36
chr13	78622488	78622963	476	CpG:_36
chr13	78653594	78653846	253	CpG:_23
chr13	78656842	78657083	242	CpG:_27
chr13	78664371	78664590	220	CpG:_20
chr13	78671391	78671690	300	CpG:_24
chr13	78672958	78673482	525	CpG:_47
chr13	78690335	78690860	526	CpG:_47
chr13	78697086	78697506	421	CpG:_30
chr13	78706601	78706840	240	CpG:_21
chr13	78709844	78710097	254	CpG:_20
chr13	78716177	78716379	203	CpG:_15
chr13	78720710	78720987	278	CpG:_19
chr13	78740428	78741142	715	CpG:_51
chr13	78753650	78753858	209	CpG:_17
chr13	78761749	78762186	438	CpG:_42
chr13	78766228	78766946	719	CpG:_76
chr13	78790834	78791265	432	CpG:_63
chr13	78807019	78808102	1084	CpG:_101
chr13	78813832	78814087	256	CpG:_20
chr13	78814331	78814549	219	CpG:_20
chr13	78834105	78834310	206	CpG:_18
chr13	78839334	78839813	480	CpG:_45
chr13	78841143	78841534	392	CpG:_36
chr13	78850334	78850540	207	CpG:_20
chr13	78853130	78854468	1339	CpG:_103
chr13	78860074	78860525	452	CpG:_32
chr13	78862980	78863241	262	CpG:_26
chr13	78881723	78882113	391	CpG:_50
chr13	78905791	78906227	437	CpG:_34
chr13	78923883	78924195	313	CpG:_25
chr13	78943973	78944458	486	CpG:_34
chr13	78962710	78964185	1476	CpG:_220
chr13	78973858	78974274	417	CpG:_29
chr13	78977143	78979453	2311	CpG:_232
chr13	78987043	78989532	2490	CpG:_199
chr13	79107943	79108193	251	CpG:_21
chr13	79217351	79217963	613	CpG:_61
chr13	79240662	79241636	975	CpG:_95
chr13	79242224	79242683	460	CpG:_35
chr13	79267508	79268759	1252	CpG:_113
chr13	79274763	79275140	378	CpG:_32
chr13	79297231	79297467	237	CpG:_21
chr13	79371230	79371521	292	CpG:_35
chr13	79650462	79650746	285	CpG:_35
chr13	79822915	79823151	237	CpG:_20
chr13	80014843	80015170	328	CpG:_30
chr13	80081206	80081477	272	CpG:_26
chr13	80136501	80136752	252	CpG:_21
chr13	80161507	80161728	222	CpG:_19
chr13	80162054	80162254	201	CpG:_19
chr13	80189466	80189672	207	CpG:_18
chr13	80226507	80227139	633	CpG:_80
chr13	80254718	80255387	670	CpG:_46
chr13	80263491	80263905	415	CpG:_40
chr13	80303719	80304075	357	CpG:_27
chr13	80305068	80305734	667	CpG:_48
chr13	80313340	80313587	248	CpG:_21
chr13	80364154	80364370	217	CpG:_26
chr13	80374137	80374366	230	CpG:_19
chr13	80379816	80380710	895	CpG:_67
chr13	80387932	80388298	367	CpG:_26
chr13	80396462	80396845	384	CpG:_38
chr13	80475937	80476212	276	CpG:_24
chr13	80521196	80521748	553	CpG:_46
chr13	80542952	80543426	475	CpG:_53
chr13	80545895	80546140	246	CpG:_19
chr13	80563599	80565208	1610	CpG:_194
chr13	80569385	80570280	896	CpG:_77
chr13	80580611	80580811	201	CpG:_16
chr13	80581147	80582529	1383	CpG:_206
chr13	80590706	80590912	207	CpG:_17
chr13	80615810	80616055	246	CpG:_23
chr13	80627534	80627791	258	CpG:_32
chr13	80686961	80687188	228	CpG:_19
chr13	80688946	80689242	297	CpG:_44
chr13	80800778	80800988	211	CpG:_17
chr13	80808173	80808397	225	CpG:_33
chr13	80809624	80809872	249	CpG:_26
chr13	80837761	80838174	414	CpG:_29
chr13	80845004	80845248	245	CpG:_30
chr13	80868797	80869028	232	CpG:_17
chr13	80869832	80870549	718	CpG:_59
chr13	80917110	80917339	230	CpG:_22
chr13	80926241	80926471	231	CpG:_24
chr13	80935295	80936192	898	CpG:_60
chr13	80945656	80946467	812	CpG:_75
chr13	80970936	80971393	458	CpG:_53
chr13	80977231	80977475	245	CpG:_19
chr13	81003351	81003836	486	CpG:_63
chr13	81007888	81008122	235	CpG:_31
chr13	81021562	81021923	362	CpG:_48
chr13	81041957	81042205	249	CpG:_25
chr13	81044303	81044580	278	CpG:_22
chr13	81060902	81062930	2029	CpG:_191
chr13	81084074	81084449	376	CpG:_31
chr13	81088917	81090650	1734	CpG:_224
chr13	81114475	81114979	505	CpG:_61
chr13	81133673	81133887	215	CpG:_21
chr13	81160637	81161013	377	CpG:_39
chr13	81164977	81165238	262	CpG:_22
chr13	81206781	81207093	313	CpG:_24
chr13	81228747	81229057	311	CpG:_27
chr13	81231068	81231295	228	CpG:_37
chr13	81240335	81241310	976	CpG:_66
chr13	81277302	81277617	316	CpG:_25
chr13	81357980	81358994	1015	CpG:_111
chr13	81412639	81413561	923	CpG:_66
chr13	81426896	81427424	529	CpG:_57
chr13	81467958	81468369	412	CpG:_30
chr13	81480455	81480724	270	CpG:_25
chr13	81528284	81528487	204	CpG:_17
chr13	81529399	81529717	319	CpG:_28
chr13	81535047	81535393	347	CpG:_28
chr13	81536976	81537246	271	CpG:_22
chr13	81540136	81540372	237	CpG:_19
chr13	81552272	81552484	213	CpG:_21
chr13	81624469	81624917	449	CpG:_33
chr13	81655731	81656127	397	CpG:_40
chr13	81688349	81688721	373	CpG:_43
chr13	81697741	81697968	228	CpG:_24
chr13	81731486	81731783	298	CpG:_24
chr13	81758494	81759298	805	CpG:_96
chr13	81835899	81836100	202	CpG:_16
chr13	81846120	81846641	522	CpG:_42
chr13	81888519	81888744	226	CpG:_20
chr13	81895289	81895535	247	CpG:_31
chr13	81930860	81931078	219	CpG:_16
chr13	81932822	81933214	393	CpG:_30
chr13	81961678	81961888	211	CpG:_18
chr13	82172549	82172779	231	CpG:_20
chr13	82224598	82225218	621	CpG:_46
chr13	82276874	82278143	1270	CpG:_139
chr13	82351110	82351423	314	CpG:_27
chr13	82389835	82390065	231	CpG:_29
chr13	82447200	82447480	281	CpG:_24
chr13	82538943	82539363	421	CpG:_41
chr13	82618053	82618266	214	CpG:_17
chr13	82643491	82643767	277	CpG:_35
chr13	82674768	82675105	338	CpG:_27
chr13	82703798	82704010	213	CpG:_23
chr13	82739403	82739691	289	CpG:_30
chr13	82748002	82750554	2553	CpG:_237
chr14	37748421	37748986	566	CpG:_47
chr14	51379731	51380531	801	CpG:_72
chr14	1966069	1966474	406	CpG:_41
chr14	17170362	17170791	430	CpG:_36
chr14	18481099	18481600	502	CpG:_45
chr14	34864832	34867339	2508	CpG:_206
chr14	52035006	52036743	1738	CpG:_138
chr14	59374874	59376295	1422	CpG:_107
chr14	1368	1862	495	CpG:_36
chr14	26039	26285	247	CpG:_19
chr14	209379	209894	516	CpG:_49
chr14	387775	388184	410	CpG:_60
chr14	559014	559419	406	CpG:_34
chr14	574348	574618	271	CpG:_22
chr14	596805	597022	218	CpG:_21
chr14	652463	652706	244	CpG:_23
chr14	653062	653421	360	CpG:_23
chr14	673330	673567	238	CpG:_20
chr14	678958	682233	3276	CpG:_322
chr14	784364	785125	762	CpG:_72
chr14	788081	788649	569	CpG:_73
chr14	794974	795233	260	CpG:_25
chr14	798400	798679	280	CpG:_23
chr14	818057	818418	362	CpG:_28
chr14	829497	829768	272	CpG:_19
chr14	830433	830920	488	CpG:_41
chr14	844925	845688	764	CpG:_65
chr14	847422	847837	416	CpG:_32
chr14	850138	850444	307	CpG:_22
chr14	865397	866355	959	CpG:_72
chr14	870029	871224	1196	CpG:_156
chr14	875269	877805	2537	CpG:_196
chr14	879699	879957	259	CpG:_28
chr14	880557	880807	251	CpG:_18
chr14	885702	886269	568	CpG:_43
chr14	886715	886997	283	CpG:_26
chr14	932352	932570	219	CpG:_25
chr14	938476	939213	738	CpG:_65
chr14	996803	997166	364	CpG:_28
chr14	1015271	1015555	285	CpG:_20
chr14	1025869	1026289	421	CpG:_37
chr14	1029145	1029474	330	CpG:_28
chr14	1038059	1038912	854	CpG:_68
chr14	1052788	1053903	1116	CpG:_128
chr14	1087005	1087583	579	CpG:_54
chr14	1098765	1099571	807	CpG:_96
chr14	1111123	1112265	1143	CpG:_99
chr14	1128467	1128826	360	CpG:_32
chr14	1138437	1139580	1144	CpG:_103
chr14	1165171	1165723	553	CpG:_47
chr14	1186752	1188157	1406	CpG:_195
chr14	1191710	1192000	291	CpG:_30
chr14	1217624	1218228	605	CpG:_54
chr14	1236658	1237221	564	CpG:_50
chr14	1240832	1241565	734	CpG:_56
chr14	1242879	1243724	846	CpG:_57
chr14	1256257	1256618	362	CpG:_32
chr14	1266716	1266989	274	CpG:_24
chr14	1268005	1268626	622	CpG:_92
chr14	1275071	1275308	238	CpG:_17
chr14	1276697	1277374	678	CpG:_51
chr14	1294144	1295108	965	CpG:_104
chr14	1311628	1312098	471	CpG:_40
chr14	1320486	1321261	776	CpG:_51
chr14	1431694	1432608	915	CpG:_104
chr14	1488709	1489402	694	CpG:_54
chr14	1516197	1516791	595	CpG:_87
chr14	1524395	1524639	245	CpG:_31
chr14	1531560	1531792	233	CpG:_17
chr14	1538492	1539338	847	CpG:_62
chr14	1545287	1545782	496	CpG:_42
chr14	1553925	1554327	403	CpG:_36
chr14	1561979	1562296	318	CpG:_29
chr14	1576020	1576909	890	CpG:_118
chr14	1680884	1681108	225	CpG:_16
chr14	1716805	1717306	502	CpG:_49
chr14	1737727	1739024	1298	CpG:_179
chr14	1778005	1778672	668	CpG:_51
chr14	1823734	1824694	961	CpG:_83
chr14	1830839	1831064	226	CpG:_27
chr14	1831157	1831396	240	CpG:_17
chr14	1832261	1832531	271	CpG:_19
chr14	1832842	1833952	1111	CpG:_85
chr14	1848669	1849432	764	CpG:_143
chr14	1861854	1862126	273	CpG:_29
chr14	1880838	1881470	633	CpG:_43
chr14	1925457	1925771	315	CpG:_24
chr14	1932889	1934070	1182	CpG:_116
chr14	1937036	1937301	266	CpG:_22
chr14	1945460	1946262	803	CpG:_69
chr14	1948822	1949031	210	CpG:_22
chr14	1949344	1949690	347	CpG:_42
chr14	1950385	1950587	203	CpG:_18
chr14	1952939	1953632	694	CpG:_69
chr14	1957113	1957566	454	CpG:_41
chr14	1958702	1959190	489	CpG:_33
chr14	1967106	1967672	567	CpG:_66
chr14	1978089	1979379	1291	CpG:_170
chr14	2092829	2093425	597	CpG:_80
chr14	2119977	2120554	578	CpG:_67
chr14	2164305	2164925	621	CpG:_60
chr14	2177274	2177491	218	CpG:_16
chr14	2183781	2184787	1007	CpG:_112
chr14	2194392	2195701	1310	CpG:_157
chr14	2210572	2211321	750	CpG:_100
chr14	2213548	2213764	217	CpG:_23
chr14	2233656	2234428	773	CpG:_79
chr14	2238366	2239367	1002	CpG:_104
chr14	2290493	2290977	485	CpG:_47
chr14	2293793	2294071	279	CpG:_22
chr14	2306637	2307894	1258	CpG:_114
chr14	2448220	2449238	1019	CpG:_70
chr14	2775576	2775846	271	CpG:_25
chr14	3694142	3694707	566	CpG:_82
chr14	3776657	3777347	691	CpG:_60
chr14	3780132	3780359	228	CpG:_23
chr14	3780868	3781419	552	CpG:_49
chr14	3786080	3786387	308	CpG:_29
chr14	3797755	3798526	772	CpG:_90
chr14	3842093	3842591	499	CpG:_36
chr14	3902232	3902444	213	CpG:_15
chr14	4043175	4044474	1300	CpG:_182
chr14	4335900	4336492	593	CpG:_64
chr14	4342369	4342569	201	CpG:_17
chr14	4387682	4388790	1109	CpG:_98
chr14	4539693	4540070	378	CpG:_32
chr14	4554532	4554741	210	CpG:_17
chr14	4605060	4605277	218	CpG:_32
chr14	4628810	4629695	886	CpG:_90
chr14	4642501	4642712	212	CpG:_18
chr14	4692457	4692664	208	CpG:_14
chr14	4716377	4716611	235	CpG:_41
chr14	4717343	4717714	372	CpG:_42
chr14	4728171	4728532	362	CpG:_30
chr14	4858530	4858743	214	CpG:_19
chr14	4898042	4898317	276	CpG:_23
chr14	4919309	4919544	236	CpG:_17
chr14	4943206	4943422	217	CpG:_15
chr14	4948110	4948324	215	CpG:_17
chr14	4951356	4951776	421	CpG:_43
chr14	4959277	4959836	560	CpG:_37
chr14	4971979	4972375	397	CpG:_36
chr14	4998526	4998730	205	CpG:_18
chr14	5034249	5034502	254	CpG:_19
chr14	5046452	5046671	220	CpG:_17
chr14	5060008	5060229	222	CpG:_22
chr14	5066217	5066497	281	CpG:_23
chr14	5073905	5074152	248	CpG:_18
chr14	5085773	5086819	1047	CpG:_95
chr14	5097119	5097321	203	CpG:_16
chr14	5127665	5127905	241	CpG:_25
chr14	5137175	5137792	618	CpG:_45
chr14	5201651	5202003	353	CpG:_27
chr14	5213509	5213772	264	CpG:_25
chr14	5305851	5306102	252	CpG:_21
chr14	5328673	5328995	323	CpG:_24
chr14	5350742	5351114	373	CpG:_25
chr14	5359189	5359616	428	CpG:_34
chr14	5474462	5474903	442	CpG:_50
chr14	5517098	5517305	208	CpG:_25
chr14	5519704	5520152	449	CpG:_32
chr14	5530231	5530601	371	CpG:_35
chr14	5532809	5533120	312	CpG:_24
chr14	5536013	5536513	501	CpG:_39
chr14	5541434	5541790	357	CpG:_28
chr14	5545867	5547422	1556	CpG:_107
chr14	5552622	5552892	271	CpG:_19
chr14	5572452	5572671	220	CpG:_18
chr14	5633311	5633629	319	CpG:_22
chr14	5670285	5670557	273	CpG:_21
chr14	5677488	5677767	280	CpG:_22
chr14	5758558	5758793	236	CpG:_20
chr14	5798493	5798870	378	CpG:_30
chr14	5819826	5820275	450	CpG:_34
chr14	5886312	5886545	234	CpG:_19
chr14	5903878	5905016	1139	CpG:_145
chr14	5905871	5906768	898	CpG:_60
chr14	5916661	5917076	416	CpG:_34
chr14	5955235	5955533	299	CpG:_26
chr14	6050846	6051336	491	CpG:_49
chr14	6097351	6097986	636	CpG:_44
chr14	6134962	6135544	583	CpG:_50
chr14	6344750	6345259	510	CpG:_36
chr14	6373233	6373502	270	CpG:_23
chr14	6589833	6590173	341	CpG:_23
chr14	6709054	6709436	383	CpG:_32
chr14	6774295	6774501	207	CpG:_18
chr14	6822343	6822947	605	CpG:_44
chr14	6931037	6932886	1850	CpG:_188
chr14	7028442	7029189	748	CpG:_65
chr14	7038379	7038600	222	CpG:_22
chr14	7078904	7079889	986	CpG:_109
chr14	7108164	7109035	872	CpG:_141
chr14	7141090	7141571	482	CpG:_56
chr14	7157592	7158438	847	CpG:_106
chr14	7292040	7292332	293	CpG:_23
chr14	7331512	7331819	308	CpG:_42
chr14	7346796	7347237	442	CpG:_35
chr14	7352368	7352570	203	CpG:_16
chr14	7355933	7356149	217	CpG:_17
chr14	7361614	7361944	331	CpG:_30
chr14	7376755	7377227	473	CpG:_51
chr14	7384788	7385165	378	CpG:_35
chr14	7399144	7399911	768	CpG:_100
chr14	7429920	7431161	1242	CpG:_164
chr14	7436802	7437151	350	CpG:_25
chr14	7445998	7446216	219	CpG:_21
chr14	7447830	7448265	436	CpG:_34
chr14	7460611	7461014	404	CpG:_32
chr14	7467187	7467443	257	CpG:_22
chr14	7473453	7473903	451	CpG:_39
chr14	7475314	7475521	208	CpG:_18
chr14	7478456	7478769	314	CpG:_25
chr14	7479524	7481035	1512	CpG:_113
chr14	7489123	7489391	269	CpG:_20
chr14	7490863	7491273	411	CpG:_33
chr14	7492602	7493026	425	CpG:_36
chr14	7527205	7527448	244	CpG:_24
chr14	7531280	7531624	345	CpG:_31
chr14	7532431	7532832	402	CpG:_27
chr14	7535167	7535733	567	CpG:_45
chr14	7551907	7552392	486	CpG:_38
chr14	7559473	7559814	342	CpG:_24
chr14	7560196	7560434	239	CpG:_20
chr14	7562772	7563286	515	CpG:_39
chr14	7565605	7565900	296	CpG:_23
chr14	7569920	7570164	245	CpG:_20
chr14	7584170	7584522	353	CpG:_30
chr14	7594969	7595311	343	CpG:_33
chr14	7603652	7603929	278	CpG:_21
chr14	7612035	7612237	203	CpG:_18
chr14	7622505	7623036	532	CpG:_43
chr14	7626841	7627069	229	CpG:_20
chr14	7634253	7635615	1363	CpG:_94
chr14	7641510	7642021	512	CpG:_58
chr14	7644061	7644468	408	CpG:_31
chr14	7648954	7649232	279	CpG:_28
chr14	7698508	7698995	488	CpG:_33
chr14	7706058	7706970	913	CpG:_108
chr14	7713462	7713825	364	CpG:_30
chr14	7716472	7719782	3311	CpG:_277
chr14	7747752	7748112	361	CpG:_29
chr14	7786397	7786608	212	CpG:_20
chr14	7796967	7797269	303	CpG:_24
chr14	7808915	7809175	261	CpG:_31
chr14	7819154	7819545	392	CpG:_36
chr14	7835516	7835945	430	CpG:_41
chr14	7837992	7838280	289	CpG:_23
chr14	7838838	7839311	474	CpG:_34
chr14	7842811	7843169	359	CpG:_27
chr14	7843308	7843837	530	CpG:_35
chr14	7965103	7965581	479	CpG:_38
chr14	8139760	8140296	537	CpG:_66
chr14	8559348	8560390	1043	CpG:_80
chr14	9600795	9601324	530	CpG:_56
chr14	9673256	9674110	855	CpG:_100
chr14	9681614	9682104	491	CpG:_32
chr14	9685543	9686255	713	CpG:_60
chr14	9703725	9704717	993	CpG:_62
chr14	9705276	9705576	301	CpG:_24
chr14	9706047	9706528	482	CpG:_36
chr14	9707472	9707806	335	CpG:_24
chr14	9715330	9715870	541	CpG:_42
chr14	9725179	9725808	630	CpG:_59
chr14	9727197	9728510	1314	CpG:_105
chr14	9773082	9773383	302	CpG:_28
chr14	9830909	9831114	206	CpG:_16
chr14	9831773	9832019	247	CpG:_22
chr14	9840592	9840799	208	CpG:_16
chr14	9852419	9852629	211	CpG:_17
chr14	9873468	9874586	1119	CpG:_122
chr14	9890458	9891285	828	CpG:_83
chr14	9913609	9913908	300	CpG:_21
chr14	9925245	9925884	640	CpG:_58
chr14	9955768	9956524	757	CpG:_64
chr14	10010178	10010427	250	CpG:_32
chr14	10049992	10050522	531	CpG:_60
chr14	10122646	10122850	205	CpG:_19
chr14	10125927	10126263	337	CpG:_28
chr14	10128096	10128383	288	CpG:_22
chr14	10135896	10136920	1025	CpG:_72
chr14	10139034	10139503	470	CpG:_36
